"track_name","artist(s)_name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","major_key","danceability","valence","energy","acousticness","instrumentalness","liveness","speechiness","streams","streams_per_month"
"I Like You (A Happier Song) (with Doja Cat)","Post Malone, Doja Cat",2,2022,6,3,5281,14,94,21,80,15,38,101,1,74,43,69,12,0,12,7,609293408,50774450.6666667
"Neverita","Bad Bunny",1,2022,5,6,2590,30,20,64,35,6,0,122,1,88,43,50,7,0,14,5,671365962,55947163.5
"Vista Al Mar","Quevedo",1,2022,9,8,1769,34,16,19,21,3,4,105,0,76,49,56,80,12,10,13,362361576,30196798
"Sem Alianï¿½ï¿½a no","MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,6,1,21,0,1,83,1,53,40,36,73,0,11,33,93587665,7798972.08333333
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,122,88,580,21,10,77,0,72,59,76,24,0,42,28,1223481149,101956762.416667
"Revenge","XXXTENTACION",1,2017,8,25,3600,11,7,0,203,0,2,140,0,75,18,25,78,0,11,26,1022258230,85188185.8333333
"Bombonzinho - Ao Vivo","Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,26,69,73,2,6,158,1,65,72,95,31,0,92,5,263453310,21954442.5
"LA CANCIï¿½","J Balvin, Bad Bunny",2,2019,6,28,6398,31,177,109,305,3,5,176,1,75,43,65,15,0,11,32,1435127549,119593962.416667
"Quï¿½ï¿½ Ago","Yuridia, Angela Aguilar",2,2022,10,20,660,15,19,59,18,5,52,98,1,73,88,57,56,0,5,2,236857112,19738092.6666667
"Love Again","The Kid Laroi",1,2023,1,27,1283,0,57,4,48,0,0,107,0,66,47,40,72,0,11,3,147538971,13291799.1891892
"After Hours","The Weeknd",1,2020,2,19,8084,6,45,115,218,1,221,109,0,66,16,57,10,1,12,3,698086140,58173845
"About Damn Time","Lizzo",1,2022,7,15,2332,2,0,0,25,0,0,109,0,84,72,74,10,0,34,7,723894473,60324539.4166667
"Born With A Beer In My Hand","Morgan Wallen",1,2023,3,3,203,0,5,9,0,0,0,148,1,53,61,81,5,0,36,4,34450974,3479896.36363636
"ýýýýýýýýýýýýýýýýýýýýý","Fujii Kaze",1,2020,5,20,685,14,24,94,9,0,23,158,0,60,52,76,17,0,19,5,403097450,33591454.1666667
"Besos Moja2","Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,53,7,56,3,1,94,0,74,64,73,6,0,10,6,309483971,25790330.9166667
"Maan Meri Jaan","King",1,2022,10,12,288,6,11,80,1,0,8,96,0,70,40,51,35,0,10,4,319566866,26630572.1666667
"Moscow Mule","Bad Bunny",1,2022,5,6,4572,33,74,113,85,9,2,100,0,80,29,67,29,0,12,3,909001996,75750166.3333333
"My Universe","Coldplay, BTS",2,2021,9,24,6127,13,0,0,0,0,0,105,1,58,42,68,1,0,14,4,1061966512,88497209.3333333
"Devil Don","Morgan Wallen",1,2023,3,3,166,0,2,10,0,0,0,125,1,53,32,66,38,0,9,3,32526947,3285550.2020202
"LLYLM","ROSALï¿½",1,2023,1,27,1838,0,105,41,114,1,59,170,0,56,56,63,13,0,19,27,124988687,11260242.0720721
"I'm Not Here To Make Friends","Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,86,1,49,0,9,115,1,70,84,90,17,0,41,6,103787664,9350240
"TRUSTFALL","P!nk",1,2023,1,27,2098,16,88,24,101,7,451,122,1,64,25,89,0,0,15,9,134255790,12095116.2162162
"ANTIFRAGILE","LE SSERAFIM",1,2022,10,17,761,12,23,95,11,0,3,105,0,88,82,80,8,0,11,8,301051721,25087643.4166667
"Boy's a liar","PinkPantheress",1,2022,11,30,1225,0,27,0,28,13,0,133,1,66,74,84,25,0,21,4,156338624,13028218.6666667
"VIBE (feat. Jimin of BTS)","TAEYANG, Jimin",2,2023,1,13,415,2,15,40,21,1,15,100,1,79,60,68,7,0,26,4,152850295,13214722.9106628
"Shirt","SZA",1,2022,10,28,3469,0,71,95,31,0,2,120,0,82,55,45,15,3,9,10,309653982,25804498.5
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",1,2022,10,28,3311,0,129,31,212,1,41,177,1,25,17,30,90,0,13,3,297328960,24777413.3333333
"STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",1,2022,9,22,2616,0,113,17,208,0,192,142,0,64,31,72,15,0,9,5,332506354,27708862.8333333
"Sex, Drugs, Etc.","Beach Weather",1,2016,11,4,3006,16,47,60,87,12,124,144,0,57,47,84,1,1,52,4,480507035,40042252.9166667
"Boy With Luv (feat. Halsey)","Halsey, BTS",2,2019,4,12,4260,0,113,92,259,0,1,120,0,65,80,86,9,0,19,10,1065580332,88798361
"Hey, Mickey!","Baby Tate",1,2016,9,27,482,0,9,1,12,4,3,135,1,92,73,51,55,0,15,6,122763672,10230306
"Calm Down","Rï¿½ï",1,2022,2,9,4013,10,107,44,750,22,0,107,1,81,82,78,38,0,12,4,445763624,37146968.6666667
"Jhoome Jo Pathaan","Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,13,78,2,0,0,105,1,82,62,74,10,0,33,7,1365184,113765.333333333
"Escapism. - Sped Up","RAYE, 070 Shake",2,2022,11,25,1368,0,12,1,11,0,8,108,0,44,38,77,9,0,9,20,184308753,15359062.75
"Space Song","Beach House",1,2015,1,1,17852,4,69,76,335,0,0,147,0,51,62,79,22,13,14,3,789753877,65812823.0833333
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,11,78,35,0,21,115,1,71,34,88,16,0,44,4,323358833,26946569.4166667
"Te Felicito","Shakira, Rauw Alejandro",2,2022,4,21,4796,9,124,66,212,13,1,174,1,70,57,64,23,0,8,32,606361689,50530140.75
"Muï¿½ï¿½","Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,33,7,53,2,0,90,0,68,83,71,3,0,31,8,120972253,10428642.5
"TV","Billie Eilish",1,2022,7,21,3009,2,68,89,65,0,25,141,0,41,9,25,84,1,14,4,338564981,28213748.4166667
"I'm Not The Only One","Sam Smith",1,2014,1,1,17492,3,136,24,1959,0,30,82,1,68,50,49,56,0,8,4,1606986953,133915579.416667
"Heather","Conan Gray",1,2020,3,20,6170,7,82,1,231,0,2,92,1,47,25,43,62,0,32,3,1301799902,108483325.166667
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,21,79,2,0,0,116,0,77,65,80,6,0,15,4,140187018,11682251.5
"One Kiss (with Dua Lipa)","Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,537,122,2726,6,0,124,0,79,59,86,4,0,8,11,1897517891,158126490.916667
"Sugar Rush Ride","TOMORROW X TOGETHER",1,2023,1,27,359,0,12,56,13,0,13,125,0,71,83,89,1,0,17,9,107642809,9697550.36036036
"Pink Venom","BLACKPINK",1,2022,8,19,1963,16,57,119,77,1,13,90,1,80,71,69,2,0,27,10,551305895,45942157.9166667
"WAIT FOR U (feat. Drake & Tems)","Drake, Future, Tems",3,2022,4,27,5491,14,128,84,75,0,35,83,1,46,34,64,31,0,7,34,556585270,46382105.8333333
"Don't Start Now","Dua Lipa",1,2019,10,31,27119,0,532,77,1535,3,8,124,0,79,68,79,1,0,10,8,2303033973,191919497.75
"After Dark","Mr.Kitty",1,2014,8,8,1776,14,1,9,3,0,0,140,1,58,4,60,7,41,8,3,646886885,53907240.4166667
"Eu Gosto Assim - Ao Vivo","Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,27,64,66,1,4,154,1,64,61,91,15,0,72,4,222612678,18551056.5
"INDUSTRY BABY (feat. Jack Harlow)","Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,300,47,690,0,0,150,0,74,89,70,2,0,5,6,1814349763,151195813.583333
"MIDDLE OF THE NIGHT","Elley Duhï¿",1,2020,1,10,4057,8,78,21,240,1,52,186,0,41,9,61,2,0,12,5,872137015,72678084.5833333
"Atlantis","Seafret",1,2015,4,22,3045,6,43,53,134,1,32,166,0,40,23,48,5,0,12,3,571386359,47615529.9166667
"PUNTO 40","Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,54,32,66,2,0,107,1,87,20,83,0,4,31,9,304079786,25339982.1666667
"Evoque Prata","DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,14,1,50,0,0,87,1,87,52,52,31,0,28,24,174006928,14500577.3333333
"How Do I Say Goodbye","Dean Lewis",1,2022,8,5,2163,15,72,97,58,0,154,82,1,40,39,64,21,0,7,7,284785823,23732151.9166667
"Blind","SZA",1,2022,12,9,1484,0,22,51,12,0,0,114,0,46,60,28,91,0,21,4,163284000,13607000
"Die For You","Joji",1,2022,11,4,1703,0,38,45,36,16,0,148,1,47,15,52,38,13,29,5,246390068,20532505.6666667
"Doja","Central Cee",1,2022,7,20,4169,44,57,44,183,1,11,140,1,91,97,57,38,0,40,29,482257456,40188121.3333333
"Gatita","Bellakath",1,2022,10,3,1054,0,9,0,15,0,1,101,1,90,76,81,15,24,33,6,168684524,14057043.6666667
"Rumble","Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,39,45,27,0,1,140,0,81,6,84,5,23,6,6,78489819,6540818.25
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,12,22,12,0,2,88,0,49,24,66,19,0,18,29,195516622,16293051.8333333
"Yonaguni","Bad Bunny",1,2021,6,4,9644,28,120,86,164,4,0,180,1,64,44,65,28,0,14,12,1260594497,105049541.416667
"Super Freaky Girl","Nicki Minaj",1,2022,8,12,4827,0,104,17,76,9,2,133,1,95,91,89,6,0,31,24,428685680,35723806.6666667
"Running Up That Hill (A Deal With God)","Kate Bush",1,1985,9,16,21811,0,117,1,676,3,0,108,0,63,20,55,72,0,6,6,1024858327,85404860.5833333
"Dream On","Aerosmith",1,1973,1,5,168,0,0,0,5,0,0,80,0,39,24,43,39,0,23,3,838586769,69882230.75
"Limbo","Freddie Dredd",1,2022,8,11,688,0,14,1,17,0,2,75,0,80,46,62,3,6,11,46,199386237,16615519.75
"Where Are You Now","Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,238,122,557,17,58,121,0,67,26,64,52,0,17,10,972509632,81042469.3333333
"WORTH NOTHING","Twisted, Oliver Tree",2,2022,9,28,1612,0,34,54,34,0,2,140,0,58,17,62,18,0,20,8,213438580,17786548.3333333
"Bad Habits","Ed Sheeran",1,2020,9,3,12755,8,344,97,945,15,0,126,0,81,59,90,5,0,36,3,1555511105,129625925.416667
"KICK BACK","Kenshi Yonezu",1,2022,10,12,574,4,38,101,26,0,0,102,1,58,29,94,0,0,9,11,210038833,17503236.0833333
"Evergreen (You Didnt Deserve Me A","Omar Apollo",1,2022,4,8,2499,0,70,0,49,0,0,82,1,70,31,34,60,1,11,4,227918678,18993223.1666667
"Good Days","SZA",1,2020,12,24,10426,2,133,109,182,1,10,121,0,46,53,78,23,0,72,6,826623384,68885282
"Levitating (feat. DaBaby)","Dua Lipa, DaBaby",2,2020,3,27,15894,8,198,13,544,0,60,103,0,70,92,83,1,0,7,6,1802514301,150209525.083333
"Woman","Doja Cat",1,2021,6,25,9424,0,202,50,463,4,0,108,0,82,88,76,9,0,12,9,1329090101,110757508.416667
"Shut up My Moms Calling - (Sped Up)","Hotel Ugly",1,2022,9,14,713,7,2,4,6,0,0,85,0,65,36,47,31,0,12,10,181831132,15152594.3333333
"Ferrari","James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,173,79,175,0,168,125,0,84,70,69,1,0,5,5,462791599,38565966.5833333
"You're On Your Own, Kid","Taylor Swift",1,2022,10,21,2537,2,8,18,20,0,1,120,1,69,40,39,41,0,13,6,348647203,29053933.5833333
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,26,98,4,0,0,94,1,58,44,57,57,0,10,3,366599607,30549967.25
"Agudo Mï¿½ï¿½gi","Styrx, utku INC, Thezth",3,1930,1,1,323,0,4,0,14,0,0,130,0,65,49,80,22,4,7,5,90598517,7549876.41666667
"Payphone","Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,56,38,1891,1,0,110,1,74,51,74,2,0,29,4,1479264469,123272039.083333
"All I Want for Christmas Is You","Mariah Carey",1,1994,10,28,25653,0,387,132,2094,0,0,150,1,34,33,63,16,0,7,4,1449779435,120814952.916667
"Last Christmas","Wham!",1,1984,1,1,22153,0,274,111,1302,0,0,107,0,74,88,65,28,0,46,3,1159176109,96598009.0833333
"Rockin' Around The Christmas Tree","Brenda Lee",1,1958,1,1,14994,0,191,168,206,0,0,140,1,70,85,41,71,0,45,5,769213520,64101126.6666667
"Jingle Bell Rock","Bobby Helms",1,1957,1,1,10326,0,165,99,104,0,0,119,1,74,78,37,84,0,6,3,741301563,61775130.25
"It's Beginning To Look A Lot Like Christmas","Michael Bublï¿",1,2011,10,14,12353,0,35,0,549,0,0,93,1,35,38,23,91,0,29,3,807561936,67296828
"Santa Tell Me","Ariana Grande",1,2013,12,13,9408,0,231,106,439,0,0,133,1,46,53,63,5,0,30,18,834129063,69510755.25
"It's the Most Wonderful Time of the Year","Andy Williams",1,1963,10,14,8879,0,182,107,160,0,1,202,1,24,76,60,77,0,12,4,663832097,55319341.4166667
"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",1,1959,11,16,6512,0,88,1,277,0,0,134,1,45,72,24,91,0,18,4,446390129,37199177.4166667
"Snowman","Sia",1,2017,1,1,5140,0,85,110,500,0,0,105,1,72,33,51,48,0,9,3,690104769,57508730.75
"Underneath the Tree","Kelly Clarkson",1,2013,10,25,6596,0,144,99,251,0,0,160,1,51,69,81,0,0,21,5,485285717,40440476.4166667
"Feliz Navidad","Josï¿½ï¿½ Felic",1,1970,11,1,3788,0,21,3,10,0,0,148,1,50,96,82,47,0,34,4,520034544,43336212
"Holly Jolly Christmas","Michael Bublï¿",1,2011,10,14,7655,0,5,0,291,0,0,151,1,65,70,47,87,0,9,4,476244795,39687066.25
"Mistletoe","Justin Bieber",1,2011,1,1,9577,0,195,111,310,0,0,162,0,67,88,54,51,0,9,4,629173063,52431088.5833333
"Sleigh Ride","The Ronettes",1,1963,11,22,10114,0,114,74,262,0,0,92,1,53,84,77,40,0,32,3,404664135,33722011.25
"Seek & Destroy","SZA",1,2022,12,9,1007,0,5,31,1,0,0,152,1,65,35,65,44,18,21,7,98709329,8225777.41666667
"Love Language","SZA",1,2022,12,9,1127,0,16,63,8,0,0,65,0,71,55,26,85,0,13,8,110849052,9237421
"Happy Xmas (War Is Over)","John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,130,1,390,0,0,147,1,33,39,61,32,0,77,3,460492795,38374399.5833333
"Used (feat. Don Toliver)","SZA, Don Toliver",2,2022,12,8,1042,0,7,29,3,0,0,150,0,73,71,69,53,0,32,9,94005786,7833815.5
"A Holly Jolly Christmas - Single Version","Burl Ives",1,1952,1,1,7930,0,108,120,73,0,0,140,1,67,81,36,64,0,15,3,395591396,32965949.6666667
"The Christmas Song (Merry Christmas To You) - Remastered 1999","Nat King Cole",1,1946,11,1,11500,0,140,72,251,0,0,139,1,36,22,15,84,0,11,4,389771964,32480997
"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",1,1979,11,16,1685,0,1,0,29,0,0,95,1,75,74,58,36,0,9,3,403939487,33661623.9166667
"Do They Know It's Christmas? - 1984 Version","Band Aid",1,1984,11,25,14169,0,209,30,449,0,0,115,1,60,23,57,0,2,27,3,481697415,40141451.25
"Ghost in the Machine (feat. Phoebe Bridgers)","SZA, Phoebe Bridgers",2,2022,12,9,1634,0,16,20,4,0,0,125,1,62,59,43,84,3,11,5,110073250,9172770.83333333
"Special","SZA",1,2022,12,9,906,0,6,21,3,0,0,76,1,60,19,20,78,0,11,5,88092256,7341021.33333333
"Merry Christmas Everyone","Shakin' Stevens",1,1984,1,1,1087,0,90,35,5,0,0,101,0,72,91,87,14,0,13,3,351636786,29303065.5
"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,126,108,406,0,0,143,1,60,86,32,88,0,34,6,473248298,39437358.1666667
"SOS","SZA",1,2022,12,9,827,0,6,18,1,0,0,119,0,51,51,66,67,0,9,23,73981293,6165107.75
"Open Arms (feat. Travis Scott)","SZA, Travis Scott",2,2022,12,8,1420,4,13,87,17,0,46,78,1,67,22,59,76,1,15,16,155653938,12971161.5
"White Christmas","Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,73,79,123,0,0,96,1,23,19,25,91,0,40,3,395591396,32965949.6666667
"Driving Home for Christmas - 2019 Remaster","Chris Rea",1,1986,1,1,888,0,50,0,6,0,0,180,1,51,87,58,36,0,18,4,429504768,35792064
"Christmas (Baby Please Come Home)","Darlene Love",1,1963,11,22,9122,0,121,58,212,0,0,126,1,34,35,76,39,0,8,5,242767149,20230595.75
"Gone Girl","SZA",1,2022,12,9,892,0,3,17,2,0,0,150,1,43,42,44,57,0,15,6,65362788,5446899
"F2F","SZA",1,2022,12,9,989,0,5,9,1,0,0,90,1,53,47,74,9,0,34,4,67540165,5628347.08333333
"Notice Me","SZA",1,2022,12,9,819,0,14,22,0,0,0,160,1,72,78,68,28,0,11,12,62019074,5168256.16666667
"Merry Christmas","Ed Sheeran, Elton John",2,2017,11,10,2209,0,72,90,141,0,0,114,1,59,60,94,24,0,10,4,135723538,11310294.8333333
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,89,39,158,0,0,113,1,73,72,32,77,0,15,5,295998468,24666539
"My Only Wish (This Year)","Britney Spears",1,2000,11,7,6952,0,115,53,286,0,0,147,1,67,69,72,17,0,19,3,261116938,21759744.8333333
"Antidepresan","Mabel Matiz, Mert Demir",2,2022,11,4,313,2,10,6,7,1,9,100,0,70,92,59,3,0,10,3,136689549,11390795.75
"Wild Flower (with youjeen)","RM",1,2022,12,2,353,2,2,74,14,0,2,155,1,49,42,77,3,0,12,9,135611421,11300951.75
"I Hate U","SZA",1,2021,12,3,4094,0,66,96,43,0,0,107,0,54,41,39,51,0,11,16,356709897,29725824.75
"Raindrops (Insane) [with Travis Scott]","Travis Scott, Metro Boomin",2,2022,12,2,880,0,3,7,10,0,0,112,1,80,15,54,9,0,38,5,110649992,9220832.66666667
"SPIT IN MY FACE!","ThxSoMch",1,2022,10,31,573,0,1,0,18,0,24,166,1,70,57,57,9,20,11,7,301869854,25155821.1666667
"Deck The Hall - Remastered 1999","Nat King Cole",1,1959,1,1,3299,0,65,39,41,0,0,107,0,69,96,36,81,0,8,4,127027715,10585642.9166667
"Smoking on my Ex Pack","SZA",1,2022,12,9,811,0,6,11,3,0,0,81,1,47,33,68,24,0,22,38,57144458,4762038.16666667
"Conceited","SZA",1,2022,12,9,899,0,2,14,2,0,0,150,1,79,77,46,5,0,11,7,56870689,4739224.08333333
"Snow On The Beach (feat. Lana Del Rey)","Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,33,57,30,0,11,110,1,66,19,32,69,0,12,4,323437194,26953099.5
"Maroon","Taylor Swift",1,2022,10,21,2304,0,12,16,14,0,0,108,1,64,4,40,6,0,10,6,317726339,26477194.9166667
"Tubarï¿½ï¿½o Te","Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,21,0,44,0,0,130,0,89,48,74,30,0,7,36,116144341,9678695.08333333
"Bejeweled","Taylor Swift",1,2022,10,21,2699,0,39,35,22,2,0,164,1,70,39,56,6,0,9,7,328207708,27350642.3333333
"Tarot","Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,27,77,22,2,0,114,0,80,42,68,2,0,66,4,608228647,50685720.5833333
"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,108,56,30,0,0,93,1,63,93,88,1,0,12,4,180577478,15048123.1666667
"Desesperados","Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,83,58,128,7,0,90,0,87,51,69,36,0,9,8,809306935,67442244.5833333
"Too Late","SZA",1,2022,12,8,714,0,0,9,2,0,0,128,1,45,35,68,78,0,39,8,49262961,4105246.75
"Party","Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,38,64,37,3,36,97,1,83,47,80,2,0,24,9,614555082,51212923.5
"Run Rudolph Run - Single Version","Chuck Berry",1,1958,1,1,8612,0,120,30,52,0,1,152,0,69,94,71,79,0,7,8,245350949,20445912.4166667
"Jingle Bells - Remastered 1999","Frank Sinatra",1,1957,1,1,4326,0,32,3,65,0,0,175,1,51,94,34,73,0,10,5,178660459,14888371.5833333
"Far","SZA",1,2022,12,9,680,0,2,15,1,0,0,116,1,61,48,55,67,0,16,8,51641685,4303473.75
"On Time (with John Legend)","John Legend, Metro Boomin",2,2022,12,2,398,0,2,2,6,0,2,80,0,33,51,59,76,0,44,6,78139948,6511662.33333333
"GATï¿½ï¿½","Maldy, Karol G",2,2022,8,25,3328,13,39,50,57,3,1,93,0,63,34,86,26,0,21,39,322336177,26861348.0833333
"ýýýabcdefu","Gayle",1,2021,8,13,7215,0,170,12,575,18,0,122,1,70,42,54,30,0,37,5,1007612429,83967702.4166667
"Sacrifice","The Weeknd",1,2022,1,7,4440,0,81,77,133,0,0,122,1,70,91,79,3,0,7,10,326792833,27232736.0833333
"Is There Someone Else?","The Weeknd",1,2022,1,7,2881,6,13,89,34,0,3,135,0,70,60,58,4,0,16,3,391251368,32604280.6666667
"Fingers Crossed","Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,65,7,70,16,6,109,1,60,45,47,62,0,31,5,349585590,29132132.5
"Out of Time","The Weeknd",1,2022,1,7,3711,0,49,88,62,0,0,93,0,65,82,74,27,0,32,5,339659802,28304983.5
"Do It To It","Cherish, ACRAZE",2,2021,8,20,12403,0,183,63,465,0,11,125,0,85,64,81,2,5,7,9,674772936,56231078
"We Don't Talk About Bruno","Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,95,89,44,0,0,206,0,58,83,45,36,0,11,8,432719968,36059997.3333333
"Pepas","Farruko",1,2021,6,24,14114,17,252,109,965,20,0,130,1,76,44,77,1,0,13,3,1309887447,109157287.25
"How Do I Make You Love Me?","The Weeknd",1,2022,1,7,1915,0,7,47,15,0,0,121,0,80,62,51,2,0,9,8,119238316,9936526.33333333
"Gasoline","The Weeknd",1,2022,1,7,2297,0,11,29,14,0,0,123,0,74,35,73,0,0,21,5,116903579,9741964.91666667
"Infinity","Jaymes Young",1,2017,6,23,4375,0,24,0,396,0,0,122,0,67,50,67,15,0,30,4,888046992,74003916
"Less Than Zero","The Weeknd",1,2022,1,7,2800,0,18,77,61,0,1,143,1,53,50,79,0,0,8,3,200660871,16721739.25
"Take My Breath","The Weeknd",1,2021,8,6,2597,0,17,80,38,0,0,121,0,70,35,77,1,0,26,4,130655803,10887983.5833333
"good 4 u","Olivia Rodrigo",1,2021,5,14,15563,6,259,55,461,1,0,166,0,56,68,66,28,0,11,18,1887039593,157253299.416667
"Here We Go Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,7,18,7,0,0,135,1,41,27,64,36,0,60,3,88103848,7341987.33333333
"Best Friends","The Weeknd",1,2022,1,7,1292,0,3,18,14,0,0,87,0,49,49,59,44,0,35,21,101114984,8426248.66666667
"Kiss Me More (feat. SZA)","SZA, Doja Cat",2,2021,4,9,15867,0,382,65,497,0,12,111,1,77,74,66,30,0,13,3,1575467011,131288917.583333
"I Heard You're Married (feat. Lil Wayne)","The Weeknd, Lil Wayne",2,2022,1,7,1178,0,9,10,9,0,0,110,1,75,85,84,10,0,31,19,91656026,7638002.16666667
"Need To Know","Doja Cat",1,2021,6,11,6672,0,125,36,150,0,0,130,1,66,19,61,30,0,9,7,1042568408,86880700.6666667
"MONTERO (Call Me By Your Name)","Lil Nas X",1,2020,9,18,12329,0,275,19,738,0,0,179,0,61,76,51,30,0,38,15,1735441776,144620148
"love nwantiti (ah ah ah)","Ckay",1,2019,7,26,5669,2,74,0,262,14,0,93,0,74,53,73,61,0,13,4,726837877,60569823.0833333
"Dawn FM","The Weeknd",1,2022,1,7,811,0,1,8,6,0,0,78,0,27,10,49,62,0,49,5,53933526,4494460.5
"Surface Pressure","Jessica Darrow",1,2021,11,19,1756,0,38,48,20,0,0,180,1,65,37,58,2,0,4,31,267758538,22313211.5
"Starry Eyes","The Weeknd",1,2022,1,7,1014,0,1,17,11,0,0,86,0,28,13,41,50,0,19,3,74601456,6216788
"THATS WHAT I WANT","Lil Nas X",1,2021,9,17,7963,0,173,7,298,0,4,88,0,74,55,85,1,0,5,22,920797189,76733099.0833333
"One Right Now (with The Weeknd)","The Weeknd, Post Malone",2,2021,11,5,4771,0,68,18,75,0,1,97,1,68,72,78,4,0,7,5,539595276,44966273
"Beggin","Mï¿½ï¿½ne",1,2017,12,8,8559,0,183,64,964,9,75,134,0,71,59,80,13,0,36,5,1367810478,113984206.5
"Mon Amour - Remix","Aitana, zzoilo",2,2020,9,21,3221,2,67,13,139,0,40,116,1,75,36,76,12,0,10,10,578207856,48183988
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,61,65,53,6,0,170,0,64,14,70,9,0,9,8,775542072,64628506
"MONEY","Lisa",1,2021,9,10,2566,13,44,109,131,0,0,140,0,83,40,55,16,0,14,23,863625566,71968797.1666667
"The Motto","Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,240,107,268,0,5,118,0,75,46,76,3,0,9,4,656013912,54667826
"Happier Than Ever","Billie Eilish",1,2021,7,30,8476,0,138,133,283,0,0,65,1,31,31,24,76,0,14,4,1056760045,88063337.0833333
"Moth To A Flame (with The Weeknd)","The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,114,172,284,2,0,120,0,56,16,67,0,0,11,4,611994237,50999519.75
"traitor","Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,85,43,134,0,0,176,1,29,12,33,68,0,12,5,1230855859,102571321.583333
"Toxic","BoyWithUke",1,2021,9,10,1795,0,34,23,118,0,0,180,0,59,69,61,84,0,46,36,582981380,48581781.6666667
"drivers license","Olivia Rodrigo",1,2021,1,8,12685,3,185,61,485,0,0,144,1,59,21,43,76,0,10,7,1858144199,154845349.916667
"Malvadï¿½ï¿","Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,14,3,81,0,0,133,0,82,52,61,38,0,14,27,240684449,20057037.4166667
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,2021,11,12,4635,5,50,49,30,1,2,93,1,63,21,52,28,0,9,3,583687007,48640583.9166667
"Dont Break My","The Weeknd",1,2022,1,7,1184,0,1,5,6,0,0,122,1,77,25,62,34,0,23,3,63803529,5316960.75
"Oh My God","Adele",1,2021,11,19,4431,0,105,7,199,0,0,88,1,53,55,73,9,0,3,5,466214729,38851227.4166667
