"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
180.1,49384,44834,14.2,0,"(48021.6, 51046.4]",37.8,36.8,38.8,"Callaway County, Missouri",2.52,47.4,11.5,26,NA,5.4,38.3,14.3,54.8,5.1,74.8,59.7,55.4,28.1,12.4,91.75829107,3.675447651,0.866131131,0.538527128,49.69659443,4.53252418
152.7,44410,44237,17.5,22.60551122,"(42724.4, 45201]",49.8,49.9,49.7,"Camden County, Missouri",2.6,57,17.7,39.4,40.3,2.6,36,13.6,47.5,9.1,59.6,40,29.7,41.9,19.7,96.46914199,0.507660437,0.703439798,0.705716302,60.04896107,5.73630137
170.3,47705,78572,17,1374.535458,"(45201, 48021.6]",36,35.2,37.3,"Cape Girardeau County, Missouri",2.49,49.2,9,20.9,NA,8.4,32,18.1,60.3,6.3,74.2,NA,51.9,28.8,13.8,88.31275932,7.646316006,1.313042806,0.454861737,50.43463668,4.895140929
197.3,39017,8992,16.5,0,"(37413.8, 40362.7]",42.4,40.9,43.4,"Carroll County, Missouri",2.48,53.6,16.9,32.3,NA,6.7,49.6,9.8,55,8.9,68.8,50.7,41.3,36.5,16.8,95.56948109,1.220316623,0.087950748,0.593667546,52.73178808,9.99000999
255.8,32170,6263,24,0,"[22640, 34218.1]",40.9,41.7,40.4,"Carter County, Missouri",2.54,46.7,13.9,49.1,NA,4.2,31.3,7.2,48.7,9.7,47.2,36.7,30,43.1,26.6,95.84659453,0.063653724,0,0.254614895,44.55768447,2.629656684
182.5,60970,101603,10.5,9.842229068,"(54545.6, 61494.5]",39.2,38,40.2,"Cass County, Missouri",2.63,58.6,18.2,32.1,NA,5.5,34.8,16,61.6,6.7,75.6,60.6,53.3,27.5,13.2,92.19793413,3.634613667,0.726327383,0.621148828,59.06443537,4.56119093
166.7,43049,7589,12,0,"(42724.4, 45201]",45.5,44.1,47.3,"Chariton County, Missouri",2.52,54.5,16.1,44.5,NA,2.2,49.2,9.6,54.2,3.8,71.7,53.6,44.5,37,17.1,96.31372549,2.274509804,0.117647059,0.013071895,55.44621649,2.963473467
228.4,43298,6801,15.7,0,"(42724.4, 45201]",43.7,43,44.7,"Clark County, Missouri",2.42,58.5,12.1,30.7,NA,3.9,43.3,9.1,58.7,4.5,66.1,50.2,45.2,33.7,16.1,97.70198005,0.260153201,0.057811823,0,54.81821391,7.955390335
176.4,61598,235637,9.1,411.6501229,"(61494.5, 125635]",36.6,35.6,37.9,"Clay County, Missouri",2.6,52,13.3,38.1,NA,11.1,28.9,21,66,6.1,78.2,NA,58.6,22.8,10.3,86.76077982,5.401087858,2.144026116,1.443820786,51.22952689,4.934777258
196.5,51221,20609,12.4,0,"(51046.4, 54545.6]",41,40.2,41.5,"Clinton County, Missouri",2.48,58.2,11.7,44.6,36.8,6.9,38.7,12.6,59.6,5.8,73,NA,49.8,28.9,13.3,95.23368133,1.75139038,0.619572641,0.414674602,57.70183259,6.863636364
168.6,51885,76720,13.3,808.1334724,"(51046.4, 54545.6]",38,36.8,39.4,"Cole County, Missouri",2.44,49.3,18.7,29.9,NA,7.3,31.1,21,59.1,4.9,75.5,61,56.4,27.6,13.1,83.18503129,11.62243738,1.136764533,1.74957208,48.27492529,6.328460877
206.8,37379,24526,20.7,0,"(34218.1, 37413.8]",41.2,40,42.3,"Crawford County, Missouri",2.61,51.8,30.1,38.1,NA,7.7,38.4,7.8,48.2,12.7,54.7,NA,33.6,40.8,24.7,97.65206813,0.218978102,0.072992701,0.0162206,50.41357826,7.465766273
194.1,37173,7595,18.5,0,"(34218.1, 37413.8]",47.1,45.5,48.6,"Dade County, Missouri",2.34,54.7,15,31.8,NA,7.4,41.3,9,52.9,7.9,54.2,39.3,33.5,43.1,25,95.55001313,0.485691783,0.144394854,0.380677343,51.64319249,3.627311522
179.1,34987,16393,21.7,0,"(34218.1, 37413.8]",43,41.8,43.8,"Dallas County, Missouri",2.62,56.9,23.6,42.6,27.8,6,41.9,9.8,45.5,13.2,50.8,37.5,32.1,39.6,23.1,95.53248008,0.078483458,0.078483458,0.688239556,57.53358925,9.043326548
206.3,41610,8253,16.8,0,"(40362.7, 42724.4]",40.5,40.4,40.8,"Daviess County, Missouri",2.65,58.1,42.1,28.5,NA,1.1,40.5,11.4,53.7,5.7,58.8,40.3,32.8,34.7,15.7,97.42660384,0.894043736,0.060408361,0.132898393,59.99343617,7.483794932
123.4,42174,12687,18.6,0,"(40362.7, 42724.4]",40.1,38,44.5,"DeKalb County, Missouri",2.48,43.9,20.1,49.7,NA,6.9,48.9,9,39.2,6.8,70.3,53.2,44,36.5,17.4,85.50305117,9.724612737,0.234705054,0.430292599,54.87220447,2.755102041
200.1,34411,15593,21.6,0,"(34218.1, 37413.8]",43.4,42.1,44.6,"Dent County, Missouri",2.6,51.8,34.1,31.4,NA,1.3,39.2,8.4,47.5,9.2,50.3,35.3,28.5,44.7,25.3,96.47066359,0.397130413,0.614911606,0.070458622,51.46959459,6.869058571
230,31486,30895,29.8,0,"[22640, 34218.1]",39.8,37.4,41.7,"Dunklin County, Missouri",2.44,47.4,28.4,38.8,NA,3.6,38.6,6.9,47.8,8.1,49.3,35.6,31,46.8,28.1,85.71383309,9.7617388,0.41505608,1.872504911,43.16723441,6.176009129
180,51978,102426,11.8,439.3415734,"(51046.4, 54545.6]",40.2,38.9,41.5,"Franklin County, Missouri",2.53,56.7,16.1,33.6,44.5,5.8,34.3,11.7,60.3,7.2,71.6,59.6,53.3,28.6,16.5,96.25054013,1.034096712,0.497898417,0.617708292,54.77389453,5.593582421
136.2,50886,2640,10.4,0,"(48021.6, 51046.4]",47.4,45.3,50.1,"Gove County, Kansas",2.25,69.1,8.7,29.1,NA,6.3,37.7,17.4,62.6,1.9,74.7,NA,35.1,32.3,12.6,96.89213894,0.987202925,0.548446069,0.146252285,62.43697479,8.951965066
134,45341,2591,12,0,"(45201, 48021.6]",49.8,49,51.9,"Graham County, Kansas",2.12,60.8,19.2,21.9,NA,17.9,32.7,20,59.6,2.4,77,46.7,37.2,38.8,12.8,91.90127266,3.085229464,1.195526417,0,53.2889259,10.81081081
197.8,60279,7733,10.9,0,"(54545.6, 61494.5]",32.8,32.4,33.2,"Grant County, Kansas",2.86,62.5,37.8,33,NA,0,28.9,14,64.7,7.3,62.3,53.1,40.6,25.6,17.9,75.42221085,0.012794268,0,22.1468782,64.2777983,5.375139978
150.7,58543,6133,8.3,0,"(54545.6, 61494.5]",36.1,36.8,35,"Gray County, Kansas",2.78,64.8,33.5,25.6,NA,4.5,25.6,14.3,70.8,2.9,76.1,NA,48.4,22.1,11.4,98.35119538,0,0.131904369,1.071723001,64.88372093,6.199261993
156.9,52795,1330,10.8,0,"(51046.4, 54545.6]",49.4,48.7,49.9,"Greeley County, Kansas",2.46,66.6,4.8,0,NA,40.3,30.3,20.4,60.5,2.1,81.9,60.5,42.7,28.8,10.5,87.17320261,0.89869281,0.326797386,8.905228758,64.68172485,5.687203791
155.4,39732,6244,16.9,0,"(37413.8, 40362.7]",48,48,48,"Greenwood County, Kansas",2.23,55.3,8.6,39.1,45.7,6.6,40.1,11.3,56.2,3.5,69.4,NA,40.5,38,15.8,95.36993587,0.156421086,0.046926326,0.860315971,49.75212465,5.457746479
194.7,50525,5817,12.9,171.9099192,"(48021.6, 51046.4]",43,39.7,46.7,"Harper County, Kansas",2.34,56.6,17.1,44.7,NA,6.3,36.6,13,59.7,3.7,71.7,NA,44.5,32.8,14,96.21225047,0.153557413,0.051185804,0.580105784,51.95232224,7.6011846
162.2,55074,35073,12.8,1881.789411,"(54545.6, 61494.5]",38.6,37.7,39.3,"Harvey County, Kansas",2.47,58.4,13,23.7,NA,11.5,29.6,17.3,60.8,4.4,75.1,59.4,51.2,29.9,14.4,92.91517152,1.636285345,0.680350222,1.805655232,57.58044327,5.858531317
127.6,52394,1893,8.8,0,"(51046.4, 54545.6]",47.8,46.3,49.3,"Hodgeman County, Kansas",2.36,65.5,24.5,34.3,NA,2,25.9,18.4,65,2.5,79.2,NA,47,28.2,9.5,96.02888087,0,2.372356885,0,61.28236745,9.393939394
178.7,53796,13338,10.3,0,"(51046.4, 54545.6]",40.8,39.4,42.5,"Jackson County, Kansas",2.51,61.4,23.4,30.5,NA,7.8,40.6,12.5,62.8,4.4,77.7,59.9,52.6,31,13,87.61940299,0.671641791,0.485074627,0.044776119,58.75781102,5.896980462
173,56927,18930,9.4,0,"(54545.6, 61494.5]",43.5,42.6,44.6,"Jefferson County, Kansas",2.47,61.7,16,37.6,NA,4.7,40.7,12.7,62,6.9,77.6,60.4,54.2,29.1,11.9,95.68737433,0.476240872,0.021166261,0.132289131,60.9652612,5.155718398
165.8,44101,2970,13.5,0,"(42724.4, 45201]",52.1,50.7,52.8,"Jewell County, Kansas",2.1,63.5,6.3,24.6,44,25.1,39.4,11.3,58.3,2.5,74.8,46.6,31.9,41.5,15.8,97.13627386,0.065832785,0.592495063,0.493745885,54.78018144,6.681034483
209.6,53484,3956,12.2,0,"(51046.4, 54545.6]",34.8,30.6,39.3,"Kearny County, Kansas",2.81,63,30,16.6,NA,3.5,23.4,10.5,66.3,1.8,77.5,67.1,54.8,21.4,11.1,83.65384615,0.860323887,0.278340081,10.95647773,64.97461929,5.231143552
129.4,53378,7687,11.2,8585.924288,"(51046.4, 54545.6]",45.2,41.7,46.8,"Kingman County, Kansas",2.54,56.6,10.3,45.8,NA,2.3,34.8,14.8,56.5,5.7,71.5,54,43.3,32,13.7,97.18870347,0.141206675,0,0.077021823,55.25615436,7.676767677
141.4,46318,2564,12.8,0,"(45201, 48021.6]",41.7,41.3,42.4,"Kiowa County, Kansas",2.21,60,8.5,15,NA,6.5,26.9,17.9,NA,4,73.1,NA,43.7,34.5,13.3,95.46529968,0.867507886,0.670347003,0.512618297,56.00375235,3.783783784
166.5,65549,79315,10.9,0,"(61494.5, 125635]",37.3,36.4,38.6,"Leavenworth County, Kansas",2.7,53.1,13.3,30.5,NA,8.1,30.9,16.4,54.7,5.9,80.2,60.3,42.7,26.7,10.6,83.88535927,8.462551293,1.574903806,1.127487952,56.92974913,5.174510519
219.4,44520,9536,14.8,0,"(42724.4, 45201]",43.7,44.3,42.9,"Linn County, Kansas",2.26,61.7,20.6,34.7,NA,0.9,37.2,10.5,52.1,8.3,75,49.8,44.8,32.3,13.7,96.30562552,0.692695214,0.346347607,0.15743073,54.47154472,7.603801901
129.1,49852,2825,9.7,0,"(48021.6, 51046.4]",42.2,40.6,45.7,"Logan County, Kansas",2.21,59.7,27.5,21.3,50.2,0.9,35.5,11.7,63,3.9,79.1,56.8,44.8,33.5,10.7,95.41711421,0,0.179018976,0.465449338,51.64923572,7.558139535
182.9,43038,33339,18,449.923513,"(42724.4, 45201]",32.5,32.5,32.4,"Lyon County, Kansas",2.43,46,9.3,23.6,NA,7.7,33.4,16.6,62.7,7.2,67.3,55.2,46.4,29.5,16.5,88.18659973,2.537206383,2.041121272,3.057199211,44.49216395,7.999080565
161.2,57878,28941,8.8,1209.356968,"(54545.6, 61494.5]",42,40.2,43.6,"McPherson County, Kansas",2.37,58.9,15.9,21.6,NA,11.3,29.1,19.3,66,3.1,80.7,NA,56,27.8,10.9,94.78326268,1.046082319,0.680295364,0.994803774,56.52616402,6.078625702
143.8,47723,12103,11.9,247.8724283,"(45201, 48021.6]",45,43.7,46,"Marion County, Kansas",2.4,57.9,15.2,20.9,55.8,8.1,36.4,14.7,58.4,5,74.9,56.5,49.1,33.4,15.3,95.76891782,0.81366965,0.18714402,0.170870627,57.88269551,6.021594684
150.8,47901,9936,11.1,0,"(45201, 48021.6]",45,43.3,46.3,"Marshall County, Kansas",2.27,61.4,16.9,28.9,47.3,6.9,44.8,11.8,62.1,3,77.7,57.4,48.1,32.6,12.2,97.08145927,0.289855072,0.289855072,0.389805097,55.71494678,6.352683461
176.2,53903,4330,11.7,0,"(51046.4, 54545.6]",39.8,36.5,42.4,"Meade County, Kansas",2.51,61.7,28.1,44.5,NA,1.2,31.1,16.4,NA,2.8,76.1,NA,49.8,27.2,11.2,88.31850331,0.844170659,1.049509468,8.167921515,61.09799292,12.21973094
150.2,63924,32553,9.5,0,"(61494.5, 125635]",40.4,39.5,41.4,"Miami County, Kansas",2.55,59.3,14.5,36.6,NA,5.3,32.5,16.5,63.4,5.6,81.1,61.6,56,24.5,9.5,95.58247675,1.336882036,0.379344102,0.217205091,56.81528662,6.683134349
208.4,42221,33314,18,1921.114246,"(40362.7, 42724.4]",39.4,37,41.9,"Montgomery County, Kansas",2.47,50.3,17.3,31.6,NA,3.9,32.1,11.2,53.8,8.7,64.2,48.2,42.8,36.8,19.2,85.46395975,5.116428739,0.91855839,0.435876433,47.39858578,6.411140218
193.4,44774,5645,12.5,0,"(42724.4, 45201]",47.6,46.6,49.5,"Morris County, Kansas",2.36,62,20.8,36.6,NA,6.3,35.7,10,59.9,3.2,75.9,52.8,42.4,34.6,11.6,96.29565217,0.156521739,0.4,0.713043478,59.43474647,5.611775529
165.4,55378,3007,11.1,0,"(54545.6, 61494.5]",41.6,38.3,46.3,"Morton County, Kansas",2.53,54.2,21.1,51,21.7,6.2,32.5,10.6,57.1,5.8,70.9,56.8,49.6,30.1,15.2,85.83386993,0.933676755,0.160978751,7.244043786,52.56518082,3.29153605
147.7,54149,10227,9.9,586.6823115,"(51046.4, 54545.6]",41.6,39.7,43.6,"Nemaha County, Kansas",2.32,61.9,13.6,42,NA,10,41.9,16.8,67.1,1.7,80.4,63.9,50.2,28,11.6,97.19460577,0.885913968,0.246087213,0.147652328,56.80585044,5.55836281
183.5,41527,16346,17.7,4098.862107,"(40362.7, 42724.4]",40,39.7,40.6,"Neosho County, Kansas",2.47,53.1,9.4,20.7,NA,4.7,33.6,12.1,60.9,4.7,67.8,53,46.2,35,18.6,94.60512696,1.169092127,0.194848688,0.444498569,52.01918614,8.276059565
128.7,51923,3005,10,0,"(51046.4, 54545.6]",49.2,46,51.9,"Ness County, Kansas",2.18,62.5,31.1,27.4,NA,17.8,35.9,15.5,60.9,2.7,77.2,NA,42.6,35.5,14.1,96.880078,0.519987,0,1.527461813,57.1945047,9.725158562
109.9,44846,5550,13.5,0,"(42724.4, 45201]",44,42.1,48.5,"Norton County, Kansas",2.24,49.6,25.1,18.9,41.3,14.7,34.6,15.2,57,1.7,72.8,57.9,45.9,32.9,17.3,92.20035778,2.450805009,0.357781753,1.216457961,53.79896177,9.776833156
166.2,38848,3683,12.9,0,"(37413.8, 40362.7]",48.5,46.5,49.7,"Osborne County, Kansas",2.08,59.6,18,22,NA,15.6,36.3,15.1,61.1,4,74.6,NA,38.9,34.8,13.6,97.67318879,0.396615547,1.05764146,0.105764146,50.90702948,4.141104294
182.5,47351,6838,13.9,146.2415911,"(45201, 48021.6]",43.1,41.5,48.2,"Pawnee County, Kansas",2.32,46.2,26,23.2,49.6,1.2,28,12.7,51.6,1.9,72.8,53.2,42.1,32.8,15.2,90.65258284,4.847344813,0,1.620604833,45.76802508,1.121656601
153.9,65373,23298,10,0,"(61494.5, 125635]",34.7,34.7,34.6,"Pottawatomie County, Kansas",2.72,62.3,9.2,35,NA,6.5,31.2,21.2,64.8,3.7,80.4,66,52.1,23.8,10.7,94.08618785,1.290607735,0.901657459,0.685082873,62.60986328,8.095893103
177.9,54701,9691,10.3,6810.442679,"(54545.6, 61494.5]",39.1,35,42.6,"Pratt County, Kansas",2.39,55.5,11.9,37.3,NA,3.9,26.5,18,59.9,5.6,71.8,56.1,47,32.1,15.7,95.03029058,0.718759626,0.010267995,0.605811685,52.7421835,5.278450363
177.8,44932,2506,11.8,0,"(42724.4, 45201]",50.9,48.7,52.4,"Rawlins County, Kansas",2.07,61.7,29.1,28.5,NA,2.5,30.8,18.6,58.2,2.3,77.6,53.6,40.8,35.1,12.4,97.40667976,0.353634578,0.117878193,0.47151277,53.38283828,10.28708134
172.6,46533,63718,15.8,125.5532189,"(45201, 48021.6]",39.5,37.6,42.3,"Reno County, Kansas",2.44,53.3,20.2,32.7,NA,2.4,28.6,13.8,58.2,5.7,69.7,52.8,46.3,32.5,15,91.3968591,2.980111774,0.565112866,1.676605576,52.29310276,5.263956311
154.1,42381,4725,12.7,0,"(40362.7, 42724.4]",50.9,50,51.7,"Republic County, Kansas",2.07,57.4,20.2,23.6,43.4,12.7,35.1,13.4,61.8,3.8,74.7,51.6,42,36.9,15.4,97.66957969,0.145651269,0.582605077,0,48.87912088,7.552083333
173.6,49152,9977,14.7,0,"(48021.6, 51046.4]",37.9,35.3,41.9,"Rice County, Kansas",2.42,56.4,20.5,22.2,NA,4.6,30.5,14,61.9,5.5,70.1,54.3,47.4,30.5,15,90.37347713,1.807469543,0.489314959,4.054323946,55.39809327,5.697730565
154.3,46468,75247,20.2,252.5017609,"(45201, 48021.6]",24.7,24.5,25.3,"Riley County, Kansas",2.49,39.1,2.5,20.3,NA,8.3,17.4,24.1,54.5,5.8,85.4,73.2,50.6,16.4,6.5,83.26091013,6.552744528,4.509343926,1.111673909,43.09139683,4.808994852
164.7,48383,5174,12,0,"(48021.6, 51046.4]",43.9,43.2,45.3,"Rooks County, Kansas",2.28,57.4,12.6,42.1,NA,12.6,36.8,14.1,63.2,4.1,71.5,51.4,40.8,35.5,15.9,96.81835712,0.23139221,0.578480524,0.55919784,51.17860381,5.273833671
114.3,43083,3130,12.1,0,"(42724.4, 45201]",48.8,48.1,49.8,"Rush County, Kansas",2.1,56.8,22,20.6,43,14.5,33,12.8,59.7,5.6,75.2,55.1,45.4,33.5,13.6,98.14698492,0,0,0.06281407,49.39434724,10.75837743
151.9,45443,7039,13.3,0,"(45201, 48021.6]",47.1,43.8,48.5,"Russell County, Kansas",2.12,58,25.2,31,40.6,3.2,32.8,13.1,60.7,6.9,70.5,48.4,34.1,39.3,16,95.43503148,1.244991414,0,0.014310246,52.20747144,10.703125
175.6,48460,55691,13,1634.016268,"(48021.6, 51046.4]",37.7,36.8,39.1,"Saline County, Kansas",2.42,48.9,14.5,29.4,NA,6.2,33.5,15.2,65,5,70.9,NA,47.3,29.1,14.5,87.6415179,3.209832242,2.481385126,3.193684399,46.41804377,6.843609637
160.5,56032,4964,8.3,0,"(54545.6, 61494.5]",42,40.7,43.4,"Scott County, Kansas",0.0221,65.3,21,18.3,48.3,12.3,33.4,15.7,67.5,5.8,84.1,67.1,50.8,24.7,6.3,95.23133117,0,1.055194805,2.820616883,56.83060109,6.629834254
171.5,51175,511574,14.7,826.8598482,"(51046.4, 54545.6]",34.6,33.4,35.7,"Sedgwick County, Kansas",2.59,49.8,15.4,28.8,NA,8.5,26.8,19.7,61.9,6.9,69.2,56.7,50.3,28,15.3,79.56247322,9.221979393,4.262737178,2.150518529,47.48265193,6.454934329
171.6,52795,178725,15,274.1642188,"(51046.4, 54545.6]",38.8,37.4,40.1,"Shawnee County, Kansas",2.44,49.5,15.8,31.4,NA,7.5,31.1,18.7,60.2,6.8,71.7,54.4,48.5,31.9,14.5,82.79565081,7.873954092,1.136516175,1.924023446,46.64695662,5.852417303
143.1,52300,2512,10.9,0,"(51046.4, 54545.6]",45.7,43.1,48.3,"Sheridan County, Kansas",2.21,64.1,6.7,18.7,NA,8.2,33.8,15.9,65.1,1.2,73.4,49.7,31.6,37.6,16.1,97.90596602,0.07902015,0,0.1580403,56.66372462,7.382550336
161.6,43100,5983,16.2,0,"(42724.4, 45201]",38.4,39.4,36.8,"Sherman County, Kansas",2.14,54.2,25.6,10.1,NA,10.5,33.3,9.8,64.3,4,65.3,NA,39.5,36.7,19.8,92.76511397,1.437066402,0,3.766105055,43.57501795,7.904411765
157.6,41303,3704,13.5,0,"(40362.7, 42724.4]",50.7,50.3,50.9,"Smith County, Kansas",2.21,60.7,10,37.2,NA,4.8,35.3,13,59.4,3.2,76,49.8,31.2,39.1,15.4,97.48663102,0.427807487,0.160427807,0.053475936,56.26874625,8.463949843
126,45945,4236,14.1,0,"(45201, 48021.6]",43.7,42.3,45.2,"Stafford County, Kansas",2.35,63.1,25.3,21.7,NA,10.7,28.7,17,62.1,2.6,64.7,47.7,38.9,36.8,19.8,95.5787037,0.972222222,0.439814815,1.574074074,59.25306577,6.165919283
127.9,56591,2072,11.5,0,"(54545.6, 61494.5]",35.7,36.9,33.6,"Stanton County, Kansas",2.58,63.5,21.3,27,NA,3.5,27.4,16.4,71,2.4,76.6,60.3,52,23.8,11.3,75.10469986,1.023731968,0.604932527,17.21731038,59.3902439,13.96396396
170.1,52476,23535,13.3,2846.823879,"(51046.4, 54545.6]",40.8,39.4,41.7,"Sumner County, Kansas",2.55,56.3,20.4,31.1,NA,5,35.9,14.1,58.2,7,72.7,56.5,50.5,30.8,14.5,94.37769693,0.89263051,0.224215247,0.723411456,55.02144979,6.593633733
154.5,50639,7904,11.3,0,"(48021.6, 51046.4]",35.3,34.2,37.2,"Thomas County, Kansas",2.39,55.6,12.2,20.1,NA,3.8,28.9,18.6,68.9,2.7,81,65.9,48.3,24.7,11.3,94.47318612,1.867507886,0.088328076,1.388012618,53.81222432,5.794871795
177.9,46859,2927,9.9,0,"(45201, 48021.6]",49.1,48.8,49.4,"Trego County, Kansas",2.21,66,3.4,26.3,NA,14.8,33.2,18.5,69.6,1,83.3,61.3,47.2,26.8,6.1,95.62860047,0.304981362,0.406641816,0.711623179,59.37019969,4.642857143
150.3,59160,6951,9.6,0,"(54545.6, 61494.5]",42.1,41.9,43,"Wabaunsee County, Kansas",2.59,61.2,10.8,40.7,45.4,3.1,38.9,16.1,60.9,6.2,80.9,63.5,55.2,25.7,9.3,96.39845648,0.22866943,0.242961269,0.171502072,60.19490255,4.111600587
175.5,49109,1518,12,0,"(48021.6, 51046.4]",41.8,43.4,38.8,"Wallace County, Kansas",2.52,60.1,25.6,22.2,38.9,13.3,32.9,19.6,NA,5.4,75.3,57.7,40.2,26.8,11.2,99.4984326,0,0.062695925,0,57.44,8.333333333
172.4,43264,5598,10.8,0,"(42724.4, 45201]",46.3,44.1,48.4,"Washington County, Kansas",2.27,62.5,14.8,19.9,NA,20.4,38,13.2,64.5,3.1,74.4,NA,44.7,33.9,13.7,97.22124516,0.756243405,0.175870559,0.281392895,57.33005733,5.961538462
177.6,53447,2157,11.5,0,"(51046.4, 54545.6]",35.7,34.5,40.5,"Wichita County, Kansas",2.79,60.6,36.9,20.6,NA,16.3,29.6,12.5,67.4,3.1,71.7,46.4,32.8,33.2,12.9,94.32849365,0,0.317604356,2.903811252,57.49039693,7.061503417
171.1,39764,8856,16.7,0,"(37413.8, 40362.7]",43.8,42.1,46.1,"Wilson County, Kansas",2.37,53.2,20,34.4,NA,9,36.8,9.9,56.2,6.5,60.1,43.4,37.3,40,21.3,94.62531729,0.154508332,0.629069639,0.684251186,49.88060494,6.210826211
293.9,35502,3115,18.4,0,"(34218.1, 37413.8]",47.4,46.9,48.6,"Woodson County, Kansas",2.08,53.6,7.8,46.1,41.1,5,38.8,12.7,59.7,4.6,63.1,44.1,35.8,38.5,17.5,94.67455621,0.529430084,0.155714731,0.311429461,44.93794905,6.818181818
221.8,37087,163369,24.4,214.2389315,"(34218.1, 37413.8]",33.3,32.4,34.2,"Wyandotte County, Kansas",2.71,41.7,24.7,33.7,NA,6.8,32.9,10.7,58.7,11.2,51.4,40.6,36.8,35.3,23.6,61.71100581,24.28018855,3.453229357,6.453117421,38.97061322,6.377617291
200.2,31558,19027,26.3,0,"[22640, 34218.1]",41,39.1,42.5,"Adair County, Kentucky",2.5,50.9,9.5,25.6,60.2,4.7,36.3,9.3,49.8,7.7,56.1,43,34.2,40.9,23.8,95.05622746,2.800763845,0.339486527,0.408444727,53.07888763,4.546508931
202.2,54331,21979,11.3,0,"(51046.4, 54545.6]",39.9,38.5,40.7,"Anderson County, Kentucky",2.56,57.2,15.4,36.6,44.4,3.5,38.8,11.4,62.4,6.9,77,61.6,55.4,28.3,12.9,95.61601029,2.329856165,0.569826754,0.289508754,56.35803931,5.4001554
191.3,44732,8212,16.8,0,"(42724.4, 45201]",42.8,41.5,44.2,"Ballard County, Kentucky",2.48,54.8,8.7,34.9,NA,7.6,39.4,8,52.8,6.2,61.5,45.8,41.2,40.8,23.7,94.36773256,3.379360465,0.593507752,0.048449612,53.71046229,6.105990783
192,37666,43570,19.5,183.6125775,"(37413.8, 40362.7]",40.4,39,42,"Barren County, Kentucky",2.48,55.8,20.7,39.6,NA,4.7,41.5,9,54.8,7.6,60.6,46.8,41.3,39,22.7,93.12987769,4.209668026,0.533488643,0.465928946,53.03021379,5.4866708
238.5,34126,12228,22.7,0,"[22640, 34218.1]",40.4,39.5,40.7,"Bath County, Kentucky",2.76,51,22.4,33.2,NA,2.3,39.2,9.1,43.8,14,51.7,39.6,36.7,46.2,29.7,96.10118551,1.636333278,0.016697278,1.01018534,52.0828485,4.990825688
175.7,66939,127712,8,0,"(61494.5, 125635]",36.2,35.7,36.6,"Boone County, Kentucky",2.77,58.2,13,36.9,NA,12,28.1,20.1,66.9,5.6,80.2,NA,63.4,21.8,10.4,91.73708242,2.995578452,2.380895062,0.905173451,58.57880964,5.289605924
176.5,42812,20116,19.2,0,"(42724.4, 45201]",41.1,40,43.3,"Bourbon County, Kentucky",2.51,49.1,16.7,42.5,34.6,6.1,36.7,10.9,56.2,9.9,65.3,49.9,44.6,35.3,18.3,89.98151202,7.130365263,0.209863589,1.898765802,48.49370789,4.047026905
198.2,40224,48325,23.1,269.0118986,"(37413.8, 40362.7]",41.9,40.5,43.4,"Boyd County, Kentucky",2.41,51.7,22.2,32.7,NA,3.6,35.9,10.3,46.3,10.5,61.7,43.3,40.2,42.4,23,94.74415847,2.727068299,0.400678701,0.130833861,50.45658567,4.636200208
179.1,41538,29809,17.5,0,"(40362.7, 42724.4]",41,38.8,42.8,"Boyle County, Kentucky",2.42,48.3,10.8,32.1,NA,5.1,35,11.8,50.9,7.1,65.3,49.8,43,38.4,21.7,88.98530012,6.921192323,0.809854362,0.330066694,50.06790403,4.910307084
236.8,41910,8321,18.6,0,"(40362.7, 42724.4]",41,39.8,41.5,"Bracken County, Kentucky",2.54,53.4,22.3,35.6,41.4,0.7,43.4,9.2,NA,8.3,66.7,NA,48.2,37.4,22.3,98.93175074,0.023738872,0,0.913946588,49.89403573,6.52995143
232.3,28647,13484,33,0,"[22640, 34218.1]",40.7,39.4,42.9,"Breathitt County, Kentucky",2.41,48.7,19.9,39.5,NA,1.1,34.3,5.1,38.1,12.4,37.7,NA,25.3,58.1,40.6,97.65285851,0.485615481,0.434110809,0.014715621,44.95813615,6.230133503
199.5,41547,20018,19.2,249.7752023,"(40362.7, 42724.4]",42.5,41.1,43.8,"Breckinridge County, Kentucky",2.71,56,23.1,41.3,NA,3,44,5.1,48.2,11.5,62.3,NA,39,39.8,21.1,95.55854643,2.322915109,0.119635113,0.383829321,58.83239688,7.765151515
174,54924,78702,12.3,216.0046759,"(54545.6, 61494.5]",39.3,38.5,39.7,"Bullitt County, Kentucky",2.71,53.7,10.7,45.7,NA,5.9,40.8,9.2,NA,7.6,77,62,57.3,29,13.8,96.52811164,0.479463624,0.523641845,0.465170671,56.06891428,4.763673015
