"TARGET_deathRate","Geography","incidenceRate","popEst2015","BirthRate","medIncome","povertyPercent","studyPerCap","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctEmployed16_Over","PctUnemployed16_Over","PctWhite","PctBlack","PctAsian","PctOtherRace"
165.8,"Jewell County, Kansas",453.5494221,2970,6.681034483,44101,13.5,0,52.1,50.7,52.8,2.1,63.5,58.3,2.5,97.13627386,0.065832785,0.592495063,0.493745885
209.6,"Kearny County, Kansas",453.5494221,3956,5.231143552,53484,12.2,0,34.8,30.6,39.3,2.81,63,66.3,1.8,83.65384615,0.860323887,0.278340081,10.95647773
129.4,"Kingman County, Kansas",453.5494221,7687,7.676767677,53378,11.2,8585.924288,45.2,41.7,46.8,2.54,56.6,56.5,5.7,97.18870347,0.141206675,0,0.077021823
141.4,"Kiowa County, Kansas",453.5494221,2564,3.783783784,46318,12.8,0,41.7,41.3,42.4,2.21,60,NA,4,95.46529968,0.867507886,0.670347003,0.512618297
166.5,"Leavenworth County, Kansas",453.5494221,79315,5.174510519,65549,10.9,0,37.3,36.4,38.6,2.7,53.1,54.7,5.9,83.88535927,8.462551293,1.574903806,1.127487952
219.4,"Linn County, Kansas",453.5494221,9536,7.603801901,44520,14.8,0,43.7,44.3,42.9,2.26,61.7,52.1,8.3,96.30562552,0.692695214,0.346347607,0.15743073
129.1,"Logan County, Kansas",453.5494221,2825,7.558139535,49852,9.7,0,42.2,40.6,45.7,2.21,59.7,63,3.9,95.41711421,0,0.179018976,0.465449338
182.9,"Lyon County, Kansas",453.5494221,33339,7.999080565,43038,18,449.923513,32.5,32.5,32.4,2.43,46,62.7,7.2,88.18659973,2.537206383,2.041121272,3.057199211
161.2,"McPherson County, Kansas",453.5494221,28941,6.078625702,57878,8.8,1209.356968,42,40.2,43.6,2.37,58.9,66,3.1,94.78326268,1.046082319,0.680295364,0.994803774
143.8,"Marion County, Kansas",453.5494221,12103,6.021594684,47723,11.9,247.8724283,45,43.7,46,2.4,57.9,58.4,5,95.76891782,0.81366965,0.18714402,0.170870627
150.8,"Marshall County, Kansas",453.5494221,9936,6.352683461,47901,11.1,0,45,43.3,46.3,2.27,61.4,62.1,3,97.08145927,0.289855072,0.289855072,0.389805097
176.2,"Meade County, Kansas",453.5494221,4330,12.21973094,53903,11.7,0,39.8,36.5,42.4,2.51,61.7,NA,2.8,88.31850331,0.844170659,1.049509468,8.167921515
150.2,"Miami County, Kansas",453.5494221,32553,6.683134349,63924,9.5,0,40.4,39.5,41.4,2.55,59.3,63.4,5.6,95.58247675,1.336882036,0.379344102,0.217205091
208.4,"Montgomery County, Kansas",453.5494221,33314,6.411140218,42221,18,1921.114246,39.4,37,41.9,2.47,50.3,53.8,8.7,85.46395975,5.116428739,0.91855839,0.435876433
193.4,"Morris County, Kansas",453.5494221,5645,5.611775529,44774,12.5,0,47.6,46.6,49.5,2.36,62,59.9,3.2,96.29565217,0.156521739,0.4,0.713043478
165.4,"Morton County, Kansas",453.5494221,3007,3.29153605,55378,11.1,0,41.6,38.3,46.3,2.53,54.2,57.1,5.8,85.83386993,0.933676755,0.160978751,7.244043786
147.7,"Nemaha County, Kansas",453.5494221,10227,5.55836281,54149,9.9,586.6823115,41.6,39.7,43.6,2.32,61.9,67.1,1.7,97.19460577,0.885913968,0.246087213,0.147652328
183.5,"Neosho County, Kansas",453.5494221,16346,8.276059565,41527,17.7,4098.862107,40,39.7,40.6,2.47,53.1,60.9,4.7,94.60512696,1.169092127,0.194848688,0.444498569
128.7,"Ness County, Kansas",453.5494221,3005,9.725158562,51923,10,0,49.2,46,51.9,2.18,62.5,60.9,2.7,96.880078,0.519987,0,1.527461813
109.9,"Norton County, Kansas",453.5494221,5550,9.776833156,44846,13.5,0,44,42.1,48.5,2.24,49.6,57,1.7,92.20035778,2.450805009,0.357781753,1.216457961
166.2,"Osborne County, Kansas",453.5494221,3683,4.141104294,38848,12.9,0,48.5,46.5,49.7,2.08,59.6,61.1,4,97.67318879,0.396615547,1.05764146,0.105764146
182.5,"Pawnee County, Kansas",453.5494221,6838,1.121656601,47351,13.9,146.2415911,43.1,41.5,48.2,2.32,46.2,51.6,1.9,90.65258284,4.847344813,0,1.620604833
153.9,"Pottawatomie County, Kansas",453.5494221,23298,8.095893103,65373,10,0,34.7,34.7,34.6,2.72,62.3,64.8,3.7,94.08618785,1.290607735,0.901657459,0.685082873
177.9,"Pratt County, Kansas",453.5494221,9691,5.278450363,54701,10.3,6810.442679,39.1,35,42.6,2.39,55.5,59.9,5.6,95.03029058,0.718759626,0.010267995,0.605811685
177.8,"Rawlins County, Kansas",453.5494221,2506,10.28708134,44932,11.8,0,50.9,48.7,52.4,2.07,61.7,58.2,2.3,97.40667976,0.353634578,0.117878193,0.47151277
172.6,"Reno County, Kansas",453.5494221,63718,5.263956311,46533,15.8,125.5532189,39.5,37.6,42.3,2.44,53.3,58.2,5.7,91.3968591,2.980111774,0.565112866,1.676605576
154.1,"Republic County, Kansas",453.5494221,4725,7.552083333,42381,12.7,0,50.9,50,51.7,2.07,57.4,61.8,3.8,97.66957969,0.145651269,0.582605077,0
173.6,"Rice County, Kansas",453.5494221,9977,5.697730565,49152,14.7,0,37.9,35.3,41.9,2.42,56.4,61.9,5.5,90.37347713,1.807469543,0.489314959,4.054323946
154.3,"Riley County, Kansas",453.5494221,75247,4.808994852,46468,20.2,252.5017609,24.7,24.5,25.3,2.49,39.1,54.5,5.8,83.26091013,6.552744528,4.509343926,1.111673909
164.7,"Rooks County, Kansas",453.5494221,5174,5.273833671,48383,12,0,43.9,43.2,45.3,2.28,57.4,63.2,4.1,96.81835712,0.23139221,0.578480524,0.55919784
114.3,"Rush County, Kansas",453.5494221,3130,10.75837743,43083,12.1,0,48.8,48.1,49.8,2.1,56.8,59.7,5.6,98.14698492,0,0,0.06281407
151.9,"Russell County, Kansas",453.5494221,7039,10.703125,45443,13.3,0,47.1,43.8,48.5,2.12,58,60.7,6.9,95.43503148,1.244991414,0,0.014310246
175.6,"Saline County, Kansas",453.5494221,55691,6.843609637,48460,13,1634.016268,37.7,36.8,39.1,2.42,48.9,65,5,87.6415179,3.209832242,2.481385126,3.193684399
160.5,"Scott County, Kansas",453.5494221,4964,6.629834254,56032,8.3,0,42,40.7,43.4,0.0221,65.3,67.5,5.8,95.23133117,0,1.055194805,2.820616883
171.5,"Sedgwick County, Kansas",453.5494221,511574,6.454934329,51175,14.7,826.8598482,34.6,33.4,35.7,2.59,49.8,61.9,6.9,79.56247322,9.221979393,4.262737178,2.150518529
171.6,"Shawnee County, Kansas",453.5494221,178725,5.852417303,52795,15,274.1642188,38.8,37.4,40.1,2.44,49.5,60.2,6.8,82.79565081,7.873954092,1.136516175,1.924023446
143.1,"Sheridan County, Kansas",453.5494221,2512,7.382550336,52300,10.9,0,45.7,43.1,48.3,2.21,64.1,65.1,1.2,97.90596602,0.07902015,0,0.1580403
161.6,"Sherman County, Kansas",453.5494221,5983,7.904411765,43100,16.2,0,38.4,39.4,36.8,2.14,54.2,64.3,4,92.76511397,1.437066402,0,3.766105055
157.6,"Smith County, Kansas",453.5494221,3704,8.463949843,41303,13.5,0,50.7,50.3,50.9,2.21,60.7,59.4,3.2,97.48663102,0.427807487,0.160427807,0.053475936
126,"Stafford County, Kansas",453.5494221,4236,6.165919283,45945,14.1,0,43.7,42.3,45.2,2.35,63.1,62.1,2.6,95.5787037,0.972222222,0.439814815,1.574074074
127.9,"Stanton County, Kansas",453.5494221,2072,13.96396396,56591,11.5,0,35.7,36.9,33.6,2.58,63.5,71,2.4,75.10469986,1.023731968,0.604932527,17.21731038
170.1,"Sumner County, Kansas",453.5494221,23535,6.593633733,52476,13.3,2846.823879,40.8,39.4,41.7,2.55,56.3,58.2,7,94.37769693,0.89263051,0.224215247,0.723411456
154.5,"Thomas County, Kansas",453.5494221,7904,5.794871795,50639,11.3,0,35.3,34.2,37.2,2.39,55.6,68.9,2.7,94.47318612,1.867507886,0.088328076,1.388012618
177.9,"Trego County, Kansas",453.5494221,2927,4.642857143,46859,9.9,0,49.1,48.8,49.4,2.21,66,69.6,1,95.62860047,0.304981362,0.406641816,0.711623179
150.3,"Wabaunsee County, Kansas",453.5494221,6951,4.111600587,59160,9.6,0,42.1,41.9,43,2.59,61.2,60.9,6.2,96.39845648,0.22866943,0.242961269,0.171502072
175.5,"Wallace County, Kansas",453.5494221,1518,8.333333333,49109,12,0,41.8,43.4,38.8,2.52,60.1,NA,5.4,99.4984326,0,0.062695925,0
172.4,"Washington County, Kansas",453.5494221,5598,5.961538462,43264,10.8,0,46.3,44.1,48.4,2.27,62.5,64.5,3.1,97.22124516,0.756243405,0.175870559,0.281392895
177.6,"Wichita County, Kansas",453.5494221,2157,7.061503417,53447,11.5,0,35.7,34.5,40.5,2.79,60.6,67.4,3.1,94.32849365,0,0.317604356,2.903811252
171.1,"Wilson County, Kansas",453.5494221,8856,6.210826211,39764,16.7,0,43.8,42.1,46.1,2.37,53.2,56.2,6.5,94.62531729,0.154508332,0.629069639,0.684251186
293.9,"Woodson County, Kansas",453.5494221,3115,6.818181818,35502,18.4,0,47.4,46.9,48.6,2.08,53.6,59.7,4.6,94.67455621,0.529430084,0.155714731,0.311429461
221.8,"Wyandotte County, Kansas",453.5494221,163369,6.377617291,37087,24.4,214.2389315,33.3,32.4,34.2,2.71,41.7,58.7,11.2,61.71100581,24.28018855,3.453229357,6.453117421
200.2,"Adair County, Kentucky",469.7,19027,4.546508931,31558,26.3,0,41,39.1,42.5,2.5,50.9,49.8,7.7,95.05622746,2.800763845,0.339486527,0.408444727
202.2,"Anderson County, Kentucky",513.5,21979,5.4001554,54331,11.3,0,39.9,38.5,40.7,2.56,57.2,62.4,6.9,95.61601029,2.329856165,0.569826754,0.289508754
191.3,"Ballard County, Kentucky",460.2,8212,6.105990783,44732,16.8,0,42.8,41.5,44.2,2.48,54.8,52.8,6.2,94.36773256,3.379360465,0.593507752,0.048449612
192,"Barren County, Kentucky",502.2,43570,5.4866708,37666,19.5,183.6125775,40.4,39,42,2.48,55.8,54.8,7.6,93.12987769,4.209668026,0.533488643,0.465928946
238.5,"Bath County, Kentucky",564.2,12228,4.990825688,34126,22.7,0,40.4,39.5,40.7,2.76,51,43.8,14,96.10118551,1.636333278,0.016697278,1.01018534
175.7,"Boone County, Kentucky",483.6,127712,5.289605924,66939,8,0,36.2,35.7,36.6,2.77,58.2,66.9,5.6,91.73708242,2.995578452,2.380895062,0.905173451
176.5,"Bourbon County, Kentucky",490.8,20116,4.047026905,42812,19.2,0,41.1,40,43.3,2.51,49.1,56.2,9.9,89.98151202,7.130365263,0.209863589,1.898765802
198.2,"Boyd County, Kentucky",525,48325,4.636200208,40224,23.1,269.0118986,41.9,40.5,43.4,2.41,51.7,46.3,10.5,94.74415847,2.727068299,0.400678701,0.130833861
179.1,"Boyle County, Kentucky",492.9,29809,4.910307084,41538,17.5,0,41,38.8,42.8,2.42,48.3,50.9,7.1,88.98530012,6.921192323,0.809854362,0.330066694
236.8,"Bracken County, Kentucky",639.7,8321,6.52995143,41910,18.6,0,41,39.8,41.5,2.54,53.4,NA,8.3,98.93175074,0.023738872,0,0.913946588
232.3,"Breathitt County, Kentucky",522.1,13484,6.230133503,28647,33,0,40.7,39.4,42.9,2.41,48.7,38.1,12.4,97.65285851,0.485615481,0.434110809,0.014715621
199.5,"Breckinridge County, Kentucky",490,20018,7.765151515,41547,19.2,249.7752023,42.5,41.1,43.8,2.71,56,48.2,11.5,95.55854643,2.322915109,0.119635113,0.383829321
174,"Bullitt County, Kentucky",536.2,78702,4.763673015,54924,12.3,216.0046759,39.3,38.5,39.7,2.71,53.7,NA,7.6,96.52811164,0.479463624,0.523641845,0.465170671
202.9,"Butler County, Kentucky",460.2,12938,5.23255814,35219,20.6,0,41.2,40.1,42.1,2.44,53.6,48.9,6.1,98.13790417,1.184261784,0,0.467471757
224.7,"Caldwell County, Kentucky",525,12681,7.912885662,42640,18.2,0,42.6,42.3,42.9,2.39,55.2,52.4,8.7,92.65554343,5.824107282,0.046779978,0
195.3,"Calloway County, Kentucky",501.3,38343,3.144290123,37705,20.2,0,33.7,33.5,34.2,2.35,43.8,52.7,9.1,91.3189524,3.907521125,2.204377263,0.325408072
198.6,"Campbell County, Kentucky",518.7,92066,4.943288381,52349,13.2,65.17063846,37.3,35.9,38.5,2.49,47.2,62.4,6.8,93.6386991,3.211806505,0.812243782,0.637332605
217.3,"Carroll County, Kentucky",503.6,10699,5.617495712,43615,20.4,0,36.9,35.3,38.8,2.63,45.9,51,13.2,92.73314866,2.576177285,0.073868883,2.336103416
254.3,"Casey County, Kentucky",501.8,15808,5.148741419,29344,30.6,0,42.1,40.8,43.3,2.44,58.7,46.6,9,97.19192679,0.796038611,0.250720822,0.300864987
183.6,"Christian County, Kentucky",469.2,73309,8.722576079,36736,21.6,0,28.5,26.6,31.1,2.67,51.1,43.5,12.7,72.45378174,19.8505913,1.437451961,0.88728273
210.6,"Clark County, Kentucky",522.6,35757,4.293271005,49012,16,0,41.7,39.6,43,2.49,52.6,55.8,7.9,92.94107749,5.250021034,0.572117677,0.218750876
266.2,"Clay County, Kentucky",572.1,21013,7.638737758,25215,38.2,0,39.1,37.1,41.4,2.53,48.2,31.6,15.9,93.37558685,3.915492958,0.056338028,0.643192488
205.8,"Fayette County, Alabama",474.6,16759,5.73089701,35664,20.6,0,43.2,41.3,46.1,2.36,53.6,44.8,10,85.546875,12.38754735,0.390625,0
150.7,"Rio Blanco County, Colorado",407.4,6571,10.65292096,63184,10.9,0,36.4,35.9,37.1,2.48,58.5,65.4,4.2,94.17461263,0.461859356,0,0.491656734
136.5,"Rio Grande County, Colorado",379.5,11543,4.941176471,40593,18.3,0,40.9,40.1,41.8,2.49,55.5,54.9,8.1,84.45295871,0.808854832,0.374627501,10.68539804
145.4,"Saguache County, Colorado",337.1,6251,7.037358818,31227,29.9,0,46.1,45.5,46.9,2.39,52.1,49.4,9.7,87.6563001,0.368707919,1.122154537,6.588650208
97.9,"San Miguel County, Colorado",358.5,7879,4.135338346,59603,9.9,0,40.7,40.5,41,2.31,45.7,70.6,5.8,95.90932777,0.234497134,1.341844711,0.677436165
87.6,"Summit County, Colorado",259,30257,6.966359035,68352,9.7,0,37.1,36.5,38.5,2.82,49,74.3,4.7,89.67519005,1.154111956,0.932964755,5.946786455
145,"Teller County, Colorado",429.1,23385,2.019315189,62380,9.5,0,49.4,49.4,49.3,2.42,60.1,58.7,8.2,94.28020566,1.075407027,1.036846615,1.18251928
118.4,"Washington County, Colorado",381.7,4864,6.155507559,45784,11.4,0,44.4,41.8,45.6,2.3,60.9,56.2,5.1,96.0375391,0.583941606,0.458811262,1.147028154
198.2,"Franklin County, Alabama",421.7,31696,3.264508929,33881,23.1,0,38.8,36.8,39.9,2.62,50.3,49.4,9.8,88.27211228,4.912435987,0.091673516,4.194853638
142,"Fairfield County, Connecticut",489,948053,4.646681703,85336,9,146.6162757,39.7,38.1,41.1,2.76,50.8,62.4,9,73.91591125,11.24307567,5.042431618,6.946614992
157.5,"Hartford County, Connecticut",486.8,895841,5.248472648,65809,12.2,222.1376338,40.1,38.2,41.7,2.51,46.8,60.7,9.3,72.63181718,13.39795282,4.791051382,5.702146067
151.2,"Litchfield County, Connecticut",480.9,183603,3.812301967,73413,7.7,92.59107967,46,44.8,47.1,2.46,53.8,63.8,7.1,93.51382686,1.517412401,1.808871522,1.281776022
154.9,"Middlesex County, Connecticut",488.8,164063,4.041212898,76365,7.9,115.8091709,44.2,43.1,45.5,2.4,52.2,64.2,6,88.98798172,5.07553053,2.759664578,0.931190022
169,"New Haven County, Connecticut",500.1,859470,4.240824844,60387,13,250.1541648,39.8,38.1,41.1,2.56,44.7,59.9,9.5,75.01240977,12.84109466,3.895391453,5.554589063
162.6,"New London County, Connecticut",490.4,271863,4.578351666,65813,11.1,367.8323273,40.7,38.7,42.5,2.45,48.7,59.5,8.3,81.46860186,5.61707268,4.157622124,3.186119296
152.3,"Tolland County, Connecticut",471.5,151420,2.555885972,78653,7.5,6.604147405,38.1,36.5,39.6,2.49,46.8,63.1,6.8,89.16273988,3.127385685,3.936215021,1.368889357
172.2,"Windham County, Connecticut",431.4,116573,3.936336507,57547,10.3,0,40.4,39.2,41.6,2.53,46.9,61.5,9.3,90.30901507,2.230356687,1.230101302,2.414233421
212.4,"Bibb County, Alabama",494.6,22583,4.179860671,39546,18.1,929.9030244,38.9,37.8,40.4,2.95,49,45.2,8.3,76.65457441,21.43868342,0.092903911,0.03096797
200.3,"Geneva County, Alabama",488,26777,5.630397237,34425,23.9,0,42.2,41.5,43.3,2.47,52.3,48.3,11.2,86.50009323,8.901734104,1.226925228,1.129964572
190.7,"Kent County, Delaware",527.2,173533,6.068779501,54271,14.1,11.52518541,37,35.1,38.4,2.71,48.8,56.5,8.4,67.20882077,24.31198343,2.091334383,1.491956179
168.7,"Sussex County, Delaware",493.3,215622,5.256787135,53316,13.9,519.4275167,47,45.4,48.3,2.52,51.1,52.9,8,81.4512161,12.66316775,1.144706756,2.152415317
182.4,"Alachua County, Florida",447.8,259964,3.204859373,44325,21.6,115.4005939,30.8,29.9,31.8,2.46,37.7,54.6,7.9,69.8660205,19.89630947,5.656562478,0.946825166
191.5,"Bay County, Florida",501.1,181635,5.729334092,44800,15.6,16.51664052,39.8,38.3,41,2.54,49,55.1,8.6,82.06874134,10.76742343,2.033612199,0.616470776
209.9,"Bradford County, Florida",434.4,26928,2.467138524,39980,22.6,0,39.6,36.8,44.9,2.72,39.5,41,12.4,77.59247695,20.04554972,0.404070088,0.139587849
181.2,"Brevard County, Florida",464.8,568088,4.967904974,47973,14.5,51.04842912,46.6,45.1,47.9,2.46,48.6,49.6,10.9,83.0508444,10.28087523,2.307840987,1.237736885
157.6,"Broward County, Florida",438.3,1896425,4.663810807,51485,14.5,216.723572,40,38.6,41.1,2.73,43.1,59.8,10,62.61746183,27.83747624,3.499006051,2.985809092
154.5,"Greene County, Alabama",495.8,8479,7.343412527,26504,33.2,0,42.4,41.2,45.1,2.7,30.9,35.2,20.4,17.7877429,80.6599977,0.160975049,0
174.7,"Calhoun County, Florida",381.9,14462,4.5,35256,22.3,0,40.5,39.7,42.3,2.64,44.6,40.1,10,81.25213821,13.43140609,0.64317482,1.108450222
149.8,"Charlotte County, Florida",412.7,173115,4.954881717,43242,11.9,17.32952084,57.3,56.2,58,2.26,55.8,38.8,10.8,90.49902584,5.606123668,1.282399281,0.573038249
184.3,"Citrus County, Florida",452.5,141058,3.923080412,36383,20.1,42.53569454,55.4,54.4,56.1,2.25,54.6,35.8,13.1,93.29127701,2.992395492,1.593939307,0.279977659
123.2,"Collier County, Florida",346.3,357305,5.163886194,58403,14.3,50.37712878,48.5,46.7,50.2,2.59,54.4,NA,7.8,87.80061626,6.830142103,1.248933569,2.628624033
203.3,"Columbia County, Florida",453.7,68348,4.905335628,38484,21.7,73.15503014,40.4,38.2,42.8,2.66,45,46.1,14.8,77.20113264,17.92319264,0.800814087,0.95566764
195.9,"Dixie County, Florida",436.6,16203,5.828779599,32121,27.1,0,46.9,44.3,49.5,2.41,45.8,36.6,7.2,88.10515195,8.799950283,0.745758499,0.118078429
189.2,"Duval County, Florida",504.4,913010,5.094111629,46013,18.2,359.2512678,36,34.6,37.6,2.58,43.2,57.9,10,61.47665866,29.39720863,4.356256449,1.135545818
186.7,"Escambia County, Florida",444.2,311003,4.387164057,46139,15.3,234.7244239,37.2,34.9,39.6,2.53,41.3,52.4,9.4,68.96159986,21.60403752,2.893639803,1.201004156
216.2,"Franklin County, Florida",412,11761,4.934210526,36788,25.3,0,42.1,39.1,48.7,2.24,49.8,43.9,9.4,81.99174407,14.55108359,0.756793946,0.455796354
209.2,"Gilchrist County, Florida",383.8,17199,6.283213504,40788,19.8,0,42,36.5,45.8,2.54,47.3,44.8,10.4,91.59016008,6.10287194,0.476694915,0.258945386
135.3,"Glades County, Florida",354.9,13670,1.600365798,38783,21.1,0,45.3,42.5,48,3.04,44.3,33.3,12.9,79.87492465,13.02742616,0.421940928,1.672694394
188.4,"Hamilton County, Florida",336.8,14295,7.14920071,31734,31.7,0,40.5,36.1,45.6,2.35,39.3,33.1,15.8,60.72247308,34.09517193,0.347342827,2.181312956
161.9,"Hardee County, Florida",422.3,27502,6.773043626,35371,29.9,0,34.8,33.2,36.4,3.33,43.9,45.3,11,82.55060434,7.965632736,0.182029999,7.259356342
163.7,"Hendry County, Florida",370.1,39119,7.09833795,38494,25.3,0,33.8,32.3,34.8,3.18,45.5,51.2,11.9,73.78724292,12.00114694,0.980111044,9.162474259
194.1,"Henry County, Alabama",484,17221,7.114728275,39930,17.3,0,43,41.7,45.1,2.47,53.1,49.7,8.1,70.36865291,28.35033619,0,0.38836077
161.6,"Highlands County, Florida",413.7,99491,5.119076848,35787,19.5,0,52.1,50.2,54,2.39,54,37.6,13.3,83.03941909,9.559840534,1.504149378,3.765966968
168.9,"Hillsborough County, Florida",474.5,1349050,4.752577535,50758,16.8,386.938957,36.6,35.5,37.6,2.64,45.1,58.8,9,71.13081441,16.63501893,3.691272592,4.938275395
191.5,"Holmes County, Florida",259.6,19324,5.39241858,35651,26.7,0,42.1,40,45.1,2.6,48.4,38.1,15.4,89.05016552,6.987522282,0.371785078,0.621339445
167.3,"Indian River County, Florida",430.4,147919,5.396074172,47548,14.7,27.04182695,50.7,48.7,52.2,2.44,51.7,44.2,12.2,86.17375723,9.246426722,1.192026094,1.493007434
173.5,"Jefferson County, Florida",367.9,14081,5.135032332,40205,18,0,45.3,42.6,48.8,2.17,46.3,40.9,9.4,60.91703057,36.17410903,0,1.676292436
208.1,"Lafayette County, Florida",380.1,8663,7.845659164,38071,25.6,0,36.4,34.5,40.2,2.81,43,37.6,14.6,77.320759,18.13430292,0.068174071,3.033746165
171.3,"Lake County, Florida",474.6,325875,5.546022599,46895,13.8,30.68661297,46.4,45.1,47.6,2.57,54.9,47.6,9.7,83.35592685,9.76168933,1.777106591,2.179926005
142.1,"Lee County, Florida",400.1,701982,4.725806822,49147,16,279.2094384,46.9,45.6,48.2,2.59,50.4,47.6,10.1,84.54122876,8.636004068,1.594003089,3.223113723
155.8,"Leon County, Florida",390.5,286272,3.782242355,45463,23.3,38.42499441,30,29.1,30.7,2.43,37.8,59.7,10.6,62.22626705,31.12709408,3.224358521,0.866968262
189.6,"Houston County, Alabama",477.3,104173,5.664585192,40124,20.1,28.79824907,39,37.6,40.5,2.62,46.9,54,8.3,69.70656982,26.4251357,0.764966098,0.823883942
232,"Levy County, Florida",496.9,39832,6.101525381,37433,21.2,0,46.6,45.4,48,0.0253,48.5,44.1,11.1,87.34587278,9.148439266,0.494713844,0.323949675
220.4,"Liberty County, Florida",391.5,8331,8.315256688,38473,24.7,0,37.6,36.7,39.4,2.77,41.8,39.6,10.2,77.97468354,16.52802893,0.807715491,2.688366486
166.9,"Madison County, Florida",293.5,18408,11.91053624,33017,27.7,0,41.5,39.5,44.2,2.52,43.3,40,11.8,58.04367558,38.71002189,0.240269101,1.083880613
146.7,"Manatee County, Florida",399.1,363369,4.574507344,51673,14.1,19.26416398,46.7,45.2,48.2,2.52,52,49.5,8.6,84.61927856,9.281439739,1.835457584,2.572084404
183.4,"Marion County, Florida",490.1,343254,5.222619682,39860,17.8,107.7918975,48.2,46.6,49.6,2.48,49.5,41.1,12,81.68230848,12.91466134,1.502029328,1.293900734
146.5,"Martin County, Florida",409.8,156283,5.354923743,55472,12.1,102.3783777,50.7,49,52.4,2.39,51.1,47.3,9.7,87.11028723,5.595503543,1.114218991,4.081511485
137.3,"Miami-Dade County, Florida",408,2693117,4.372227998,42754,20.4,164.8647274,39,37.5,40.5,3.08,40.7,56,10,75.75059434,18.6422952,1.58659847,2.425501375
168.5,"Monroe County, Florida",394.6,77482,4.966521485,57411,14,25.81244676,46.8,46.5,47.1,2.55,45.8,58.5,6,89.10027536,6.54800332,1.013161882,1.082989684
176.3,"Nassau County, Florida",490.1,78444,6.279473815,56728,11.7,12.74794758,44.2,43.3,45.1,2.66,54.5,50.9,9.8,90.39008962,6.425935688,0.882973115,0.421718503
211.1,"Jackson County, Alabama",463.6,52419,4.011185878,36923,22,19.07705221,42.2,40.4,44.1,2.56,55.3,48.9,10.1,90.97048808,3.09307605,0.397275823,1.271282633
161.7,"Orange County, Florida",440.7,1288126,4.907650931,47069,18.2,271.7125499,34.4,33.4,35.3,2.75,42.8,61.6,9.1,64.47102167,20.80926643,5.192105377,6.222178466
144.3,"Palm Beach County, Florida",422.3,1422789,5.134424767,52225,14.9,151.1116546,44.1,42.3,45.8,2.54,46.9,54.3,9.5,74.98799686,17.97243412,2.503905553,2.180944963
176.4,"Pasco County, Florida",470.7,497909,4.73813501,45219,14.7,62.26037288,44.4,43.3,45.5,2.53,51.1,47.8,9.4,88.67778872,5.070229173,2.309258734,1.084525379
211.6,"Putnam County, Florida",488.3,72023,4.330954196,32054,28.5,97.19117504,44.1,43,45.6,2.57,44.9,41.3,12.6,77.76081215,16.46445472,0.605260262,2.865357104
149.9,"St. Johns County, Florida",441.8,226640,3.253269113,66560,8.2,30.88598659,42.7,41.8,43.8,2.62,55.4,56.8,6.7,89.31518563,5.399653198,2.267037222,0.508800684
162.4,"St. Lucie County, Florida",414.6,298563,5.736951023,42722,17.3,110.529436,43.9,42.6,45,2.64,49.1,48,12.4,73.1630591,19.29994514,1.760032777,3.082227454
186.7,"Jefferson County, Alabama",466.5,660367,5.582491665,44852,19.5,284.6901799,37.4,35.7,39.1,2.47,43.9,56,9.1,52.76878302,42.34825333,1.570196017,1.912367646
190.7,"Santa Rosa County, Florida",426.5,167040,5.465692312,58587,11.2,0,39.5,38,41.2,2.65,54.8,52.5,7.9,85.85898734,5.729687432,1.944466871,1.448258302
146.4,"Sarasota County, Florida",410.8,405549,3.94772339,52109,10.8,199.7292559,54,52.2,55.5,2.21,53.5,45.6,8.2,91.17611048,4.713573684,1.463123473,0.769313179
160.8,"Seminole County, Florida",427.8,449144,4.236255854,56443,11.8,22.26457439,39.1,37.1,40.5,2.85,46.6,59.4,9.4,79.60950826,11.57916158,4.155062582,1.696825854
142.9,"Sumter County, Florida",444.5,118891,6.766413577,51907,10.9,84.11065598,65.3,64.7,65.7,2.05,62.6,22.1,9,88.34112128,8.3418586,0.715200782,0.957594861
198.7,"Suwannee County, Florida",421.4,43760,3.38904364,38177,23.7,0,41.6,40.5,43.6,2.69,47.7,44.5,11.1,82.76407845,13.53595596,0.318843904,1.167565088
198.5,"Taylor County, Florida",425.5,22493,8.854568855,36374,23.4,0,41.2,39.2,44.5,2.44,43.5,37.8,9,75.03195944,21.50319594,0.312982147,0.806700463
169.8,"Canadian County, Oklahoma",499.8,133378,5.36432284,68421,7.7,0,35.7,35,36.4,2.88,55.1,65.6,4.5,82.15511161,2.296482372,3.052467253,2.875753806
206.1,"Carter County, Oklahoma",472,48689,5.886681383,44402,16.5,20.53851999,38.6,37.5,39.4,2.67,49.9,55.6,6.1,74.65835432,6.975351967,0.93101028,2.087031914
169.2,"Cleveland County, Oklahoma",458.4,274458,4.927709813,58205,12.6,29.14835785,33.2,32.2,34.3,2.59,49.1,62.5,4.9,79.06922201,4.52545288,4.242519005,1.342819064
195.8,"Coal County, Oklahoma",372,5651,4.588744589,36566,20.9,0,42.3,39.8,43.8,2.51,52.6,50.4,9.1,71.92016518,0.481761872,0.172057811,1.531314522
186.9,"Comanche County, Oklahoma",430.1,124648,6.253896381,46071,18.6,216.6099737,31.8,30.6,33.3,2.69,45.7,NA,8.6,64.45818164,16.87790267,2.141303742,2.103066175
